0	0	0	0	i-a
1	0	0	0	u+a-q
2	0	0	0	q
3	0	0	0	p/2
4	0	0	0	t-q
5	14680080	0	0	q
6	14680080	0	0	p
7	14680080	0	0	t
8	14680080	2	n	t-q
9	14680080	0	0	q
10	14680080	0	0	p
11	14680080	0	0	t-q
12	14680080	3	8	q
13	14680080	0	0	t
14	14680080	0	0	p
15	14680080	0	0	t-q
16	0	0	0	q
17	0	0	0	p/2
18	0	0	0	w-a
19	0	0	0	a-50
20	0	0	0	s
21	0	0	0	r-s
22	0	0	0	s
23	0	0	0	50
24	0	0	0	i-a
25	0	0	0	u+a-q
26	0	0	0	q
27	0	0	0	p/2
28	0	0	0	y-t-q
29	14680080	0	0	q
30	14680080	0	0	p
31	14680080	0	0	y-t
32	14680080	2	n	y-t-q
33	14680080	0	0	q
34	14680080	0	0	p
35	14680080	0	0	y-t-q
36	14680080	3	32	q
37	14680080	0	0	y-t
38	14680080	0	0	p
39	14680080	0	0	y-t-q
40	0	0	0	q
41	0	0	0	3*p/2
42	0	0	0	w-a
43	0	0	0	a-50
44	0	0	0	s
45	0	0	0	r-s
46	0	0	0	s
47	0	0	0	50
48	0	0	0	i-a
49	0	0	0	u+a-q-z
50	0	0	0	q
51	0	0	0	z
52	0	0	0	p/2
53	0	0	0	t-q
54	14680080	0	0	q
55	14680080	0	0	p
56	14680080	0	0	t
57	14680080	2	n	t-q
58	14680080	0	0	q
59	14680080	0	0	p
60	14680080	0	0	t-q
61	14680080	3	57	q
62	14680080	0	0	t
63	14680080	0	0	p
64	14680080	0	0	t-q
65	0	0	0	q
66	0	0	0	p/2
67	0	0	0	z
68	0	0	0	w-a-z
69	0	0	0	a-50
70	0	0	0	s
71	0	0	0	r-s
72	0	0	0	s
73	0	0	0	50
74	0	0	0	i-a
75	0	0	0	u+a-q-z
76	0	0	0	q
77	0	0	0	z
78	0	0	0	p/2
79	0	0	0	y-t-q
80	14680080	0	0	q
81	14680080	0	0	p
82	14680080	0	0	y-t
83	14680080	2	n	y-t-q
84	14680080	0	0	q
85	14680080	0	0	p
86	14680080	0	0	y-t-q
87	14680080	3	83	q
88	14680080	0	0	y-t
89	14680080	0	0	p
90	14680080	0	0	y-t-q
91	0	0	0	q
92	0	0	0	3*p/2
93	0	0	0	z
94	0	0	0	w-a-z
95	0	0	0	a-50
96	0	0	0	s
97	0	0	0	r-s
98	0	0	0	s
99	0	1	0	50
