0	0	0	0	i+u
1	14680072	0	0	p/2
2	0	0	0	12*t+5*v+4*q
3	14680072	0	0	p
4	0	0	0	12*t+5*v+4*q
5	14680072	0	0	p/2
6	0	0	0	w+r+s+i+u
7	14680072	0	0	p/2
8	0	0	0	12*y-12*t+5*v+4*q
9	14680072	0	0	p
10	0	0	0	12*y-12*t+5*v+4*q
11	14680072	0	0	3*p/2
12	0	0	0	w+r+s+i+u
13	14680072	0	0	p/2
14	0	0	0	2*q
15	0	0	0	v/2
16	0	0	0	t
17	0	0	0	v/2
18	0	0	0	t
19	0	0	0	v/2
20	0	0	0	2*t
21	0	0	0	v/2
22	0	0	0	t
23	0	0	0	v/2
24	0	0	0	2*t
25	0	0	0	v/2
26	0	0	0	t
27	0	0	0	v/2
28	0	0	0	2*t
29	0	0	0	v/2
30	0	0	0	t
31	0	0	0	v/2
32	0	0	0	t
33	0	0	0	v/2
34	0	0	0	2*q
35	14680072	0	0	p
36	0	0	0	2*q
37	0	0	0	v/2
38	0	0	0	t
39	0	0	0	v/2
40	0	0	0	t
41	0	0	0	v/2
42	0	0	0	2*t
43	0	0	0	v/2
44	0	0	0	t
45	0	0	0	v/2
46	0	0	0	2*t
47	0	0	0	v/2
48	0	0	0	t
49	0	0	0	v/2
50	0	0	0	2*t
51	0	0	0	v/2
52	0	0	0	t
53	0	0	0	v/2
54	0	0	0	t
55	0	0	0	v/2
56	0	0	0	2*q
57	14680072	0	0	p/2
58	0	0	0	w+r+s+i+u
59	14680072	0	0	p/2
60	0	0	0	2*q
61	0	0	0	v/2
62	0	0	0	y-t
63	0	0	0	v/2
64	0	0	0	y-t
65	0	0	0	v/2
66	0	0	0	2*y-2*t
67	0	0	0	v/2
68	0	0	0	y-t
69	0	0	0	v/2
70	0	0	0	2*y-2*t
71	0	0	0	v/2
72	0	0	0	y-t
73	0	0	0	v/2
74	0	0	0	2*y-2*t
75	0	0	0	v/2
76	0	0	0	y-t
77	0	0	0	v/2
78	0	0	0	y-t
79	0	0	0	v/2
80	0	0	0	2*q
81	14680072	0	0	p
82	0	0	0	2*q
83	0	0	0	v/2
84	0	0	0	y-t
85	0	0	0	v/2
86	0	0	0	y-t
87	0	0	0	v/2
88	0	0	0	2*y-2*t
89	0	0	0	v/2
90	0	0	0	y-t
91	0	0	0	v/2
92	0	0	0	2*y-2*t
93	0	0	0	v/2
94	0	0	0	y-t
95	0	0	0	v/2
96	0	0	0	2*y-2*t
97	0	0	0	v/2
98	0	0	0	y-t
99	0	0	0	v/2
100	0	0	0	y-t
101	0	0	0	v/2
102	0	0	0	2*q
103	14680072	0	0	3*p/2
104	0	1	0	w+s+r
